record_number,application_number,application_type,uprn,category,location,proposal,received_date,received_complete_date,expiry_date,committee_date,gridref_east,gridref_north,site_area,site_area_hec,delegated_committee,Expr1016,Expr1017,old,notice_date,status_code,dbo_pla_planning_appeal_number,pla_stats_majmin,consults_expiry_date,pla_enviro_stat_req,pla_corr_total_object,pla_corr_total_no_object,pla_corr_total_comment,dbo_lookup_decision_codes_decision_description,dec_maker_desc,dbo_lookup_stats_site_details_description,dbo_lookup_stats_type_description,ward_description,dbo_apl_appeal_appeal_number,dbo_lookup_apl_decisions_decision_description,name
14438,S/10/67522,FUL,,CC,Fair Oak Infant School Botley Road Fair Oak Eastleigh SO50 7AN,Provision of one Double Modular Temporary Classroom with WCs for a period of 4 years up to 31st August 2014,01/07/2010,06/07/2010,31/08/2010,06/08/2010,449561,118087,907,0.0907,D,Delegated by officer,Granted,,06/08/2010,,,MIN,05/08/2010,,,,,Granted,Delegated by officer,,,Bishopstoke and Fair Oak,,,Property Business & Regulatory Services
14439,10/01664/CMA,FUL,,CMW,Hunts Farm Sandpit Rudd Lane Upper Timsbury Romsey SO51 0NU,Variation of conditions 11 17 & 18 of Planning Permission 05/01028/CMAS (changes to the landscaping restoration and aftercare scheme),30/06/2010,09/07/2010,03/09/2010,,435328,125574,77889,7.7889,D,Applicant,Withdrawn,,18/02/2011,RCD,,min,11/08/2010,,,,,Withdrawn,Applicant,,,Test Valley Central,,,Smiths Gore
14442,APP/10/00421,FUL,,CC,Glenwood School Washington Road Emsworth Hampshire PO10 7NN,The provision of a synthetic turf sports pitch associated fencing and access routes.,08/07/2010,16/07/2010,10/09/2010,12/10/2010,474519,106297,1154,0.1154,D,Delegated by officer,Granted,,13/10/2010,,,MIN,19/08/2010,,,,,Granted,Delegated by officer,,,Emsworth and St Faiths,,,Mott MacDonald Limited
14444,S/10/67648,FUL,,CC,Hiltingbury County Junior School Hiltingbury Road Chandler's Ford Eastleigh SO53 5NP,Construction of Multi Use Games Area (MUGA) associated fencing and  pedestrian path.,08/07/2010,16/07/2010,10/09/2010,29/09/2010,443321,122051,2454,0.2454,C,Committee,Granted,,07/10/2010,,,MIN,05/10/2010,,,,,Granted,Committee,,,Chandlers Ford,,,Mott MacDonald
14445,10/01719/HCC3S,FUL,,CC,Knightwood Primary School Bellflower Way Chandler's Ford Eastleigh SO53 4HW,Construction of Multi Use Games Area (MUGA) and associated fencing pedestrian path and re-location of an existing outdoor classroom.,08/07/2010,16/07/2010,10/09/2010,08/10/2010,442056,121268,4596,0.4596,D,Delegated by officer,Granted,,11/10/2010,,,,24/08/2010,,,,,Granted,Delegated by officer,,,Baddesley,,,Mott MacDonald Limited
14448,10/00489/HCC,FUL,,CC,Fernhill School & Language College Neville Duke Road Farnborough Hampshire GU14 9BY,External Material Variation to Planning Application No. 09/00656/HCC,13/07/2010,13/07/2010,07/09/2010,24/08/2010,485878,158012,525,0.0525,D,Delegated by officer,Granted,,24/08/2010,,,,20/08/2010,,,,,Granted,Delegated by officer,,,Farnborough North,,,Property Business & Regulatory Services
14450,10/00482/HCC,FUL,,CMW,Unit 4 Stubs Industrial Estate Hollybush Lane Aldershot Hampshire GU11 2PX,Renewable Energy Scheme comprising installation of a 'Combined Heat & Power' Plant and associated protective steel structure and shredded wood storage bunker.,13/07/2010,13/07/2010,07/09/2010,28/01/2011,488455,152443,252,0.0252,D,Delegated by officer,Granted,,31/01/2011,,,MAJ,13/08/2010,,,,,Granted,Delegated by officer,On site manufacturing or ancillary operations/uses,Materials Recovery/Recycling (other than,Aldershot West,,,Patrick Johnston Associates Ltd
14454,K8971/5,FUL,,CMW,Household Waste Recycling Centre Grange Road Gosport Hampshire PO13 8AS,Redevelopment of the Existing Gosport HWRC to remove the Health and Safety Issue of customer vehicles exiting via the bin servicing area,20/07/2010,20/07/2010,14/09/2010,29/09/2010,458699,100010,3703,0.3703,D,Delegated by officer,Granted,,30/09/2010,,,MAJ,24/08/2010,,,,,Granted,Delegated by officer,Other,Civic Amenity,Lee,,,Environment Department
14458,10/02032/HCS,FUL,,CC,South Stoke Farm House Kings Worthy Winchester,Farm complex improvements to roof over existing open cattle years and proposed lean-to for livestock use,26/07/2010,26/07/2010,20/09/2010,13/09/2010,449439,134825,680,0.068,D,Delegated by officer,Granted,,14/09/2010,RCD,,min,26/08/2010,,,,,Granted,Delegated by officer,,,Itchen Valley,,,Property Business & Regulatory Services
14460,S/10/67668,FUL,,CC,Crestwood College Shakespeare Road Eastleigh Hampshire SO50 4FZ,Proposed Cycle/foot path,26/07/2010,26/07/2010,20/09/2010,21/09/2010,445132,120369,326,0.0326,D,Delegated by officer,Granted,,21/09/2010,,,MIN,26/08/2010,,,,,Granted,Delegated by officer,,,Eastleigh East,,,Eastleigh Borough Council
14461,10/96008,FUL,,CMW,Marchwood ERF Oceanic Way Marchwood Southampton SO40 4BD,Erection of a stores building,28/07/2010,30/07/2010,24/09/2010,24/09/2010,439501,111298,767,0.0767,D,Delegated by officer,Granted,,27/09/2010,,,MAJ,12/01/2011,,,,,Granted,Delegated by officer,On site manufacturing or ancillary operations/uses,Other Waste,Totton South and Marchwood,,,Veolia Environmental Services
14462,10/02068/HCS,FUL,,CC,Shepherds Down School Compton Winchester SO21 2AJ,Erection of a canopy (overall size 28.50m long x 4.00m long x 3.00m high to ridge),28/07/2010,28/07/2010,22/09/2010,27/09/2010,446361,124524,142,0.0142,D,Delegated by officer,Granted,,27/09/2010,,,MIN,30/08/2010,,,,,Granted,Delegated by officer,,,Winchester Downlands,,,Property Business & Regulatory Services
14466,NMA/2010/0202,NMA,,CMW,RFSF Recycling Bunny Lane Timsbury Romsey SO51 0PG,Plasterboard stroage bay demetions to be 9mx5mx3m (internally) rather that the 6mx6mx3m originally intended,02/08/2010,02/08/2010,30/08/2010,,435416,124693,70,0.007,D,Delegated by officer,Granted,,23/08/2010,RCD,,min,02/09/2010,,,,,Granted,Delegated by officer,Other,Storage,Test Valley Central,,,Land & Mineral Management Ltd
14467,NMA/2010/0203,NMA,,CC,Marchwood Cof E Infant School Twiggs Lane Marchwood Southampton SO40 4ZE,Re-positioning the building 8.85 metres west of the current planning approved location re-positioning the canopy to enable the building to be re-positioned.,02/08/2010,02/08/2010,30/08/2010,,438366,109686,1148,0.1148,D,Delegated by officer,Granted,,23/09/2010,RCD,,min,31/08/2010,,,,,Granted,Delegated by officer,,,Totton South and Marchwood,,,Property Business and Regulatory Services
14468,20661/045,FUL,,CMW,Selborne Brickworks Honey Lane Selborne Alton GU34 3BS,The construction of an anaerobic digester including lagoons feedstock handling building and gas conditioning unit on the existing brickworks site and adjacent land to enable the production of sufficient biomethane to supply all the energy that the brickworks require all vehicle movements associated with the operation of the AD plant will use access road across Chapel Farm from Oakhanger Lane that has the benefit of planning permission,03/08/2010,05/08/2010,30/09/2010,24/11/2010,476745,134238,25902,2.5902,C,Committee,Refused,,29/11/2010,RCD,A/11/2143480,MAJ,02/12/2010,,,,,Refused,Committee,Other,Anaerobic Digestion,Alton Rural,A/11/2143480,Dismissed,Alexandra Bates
14469,NMA/2010/0205,NMA,,CC,Crofton School Marks Road Stubbington Fareham Hants PO14 2AT,7 no. parking spaces added to layout to prevent & discourage unsolicited parking under the existing oak trees (TPO) low knee rail added to protect grass verge & tpo trees (root protection area) and cycle parking consolidated,03/08/2010,03/08/2010,31/08/2010,,456097,102835,1791,0.1791,,Delegated by officer,Granted,,19/08/2010,RCD,,min,,,,,,Granted,Delegated by officer,,,Fareham Crofton,,,Property Business and Regulatory Services
14470,APP/10/00515,FUL,,CMW,Harts Farm Way Langstone HAVANT Hampshire,Temporary use (5 years) of utilities storage depot as part storage depot and part materials recovery facility including the storage and treatment of arisings (hardcore and inert waste) generated by the Southern Gas Mains Replacement Programme to manufacture roadstone for re-use in trench reinstatement works,04/08/2010,06/08/2010,01/10/2010,11/05/2011,470582,105685,3533,0.3533,D,Delegated by officer,Granted,,11/05/2011,,,MIN,20/07/2011,,,,,Granted,Delegated by officer,Other,Materials Recovery/Recycling (other than,Emsworth and St Faiths,,,Mrs Susan Organ BA (Hons) Dip TP MSc
14471,NMA/2010/0207,NMA,,CC,Newlands Pre-School Newlands County Primary School Dungells Lane Yateley GU 46 6EY,Reduce proposed wing wall extending along from the front elevation of Newlands Pre-School due to tree roots but to include new fencing.,05/08/2010,05/08/2010,02/09/2010,,481395,160046,1304,0.1304,D,Delegated by officer,Granted,,10/08/2010,RCD,,min,,,,,,Granted,Delegated by officer,,,Hartley Wintney Eversley and Yateley West,,,Mike Peet / Giles Barry
14472,APP/10/00516,FUL,,CC,Padnell Infant School Padnell Avenue Waterlooville Hampshire PO8 8DS,Continued siting of one double temporary classroom (ref 9277) for a further period of four years until 31 August 2014,09/08/2010,09/08/2010,04/10/2010,,469437,110935,76,0.0076,D,Delegated by officer,Granted,,23/09/2010,,,,08/09/2010,,,,,Granted,Delegated by officer,,,Cowplain and Hartplain,,,Property Business & Regulatory Property Services
14476,NMA/2010/0212,NMA,,CMW,Site 2 Lynchford Lane Industrial Estate Lynchford Lane Farnborough,Non Material amendment - relocation of main site office building,18/08/2010,18/08/2010,15/09/2010,,488459,154011,5081,0.5081,,Applicant,Withdrawn,,11/01/2011,RCD,,min,,,,,,Withdrawn,Applicant,,,Farnborough South,,,White Young Green
14485,10/01992/CMAS,VAR,,CMW,The Waste Centre Yokesford Hill Industrial Estate Belbins Romsey Hants SO51 0PF,Variation of conditions 13 and 24 of Planning Permission 07/01429/CMA (Site Layout and Height of Stockpiles),20/08/2010,20/08/2010,15/10/2010,27/10/2010,435901,124025,43601,4.3601,C,Committee,Granted,,06/12/2010,RCD,,MAJ,03/05/2011,,,,,Granted,Committee,Variation of condition(s),Materials Recovery/Recycling (other than,Test Valley Central,,,Ace Liftaway
14505,10/02021/CMA,FUL,,CMM,Eversley Quarry Coopers Hill Eversley Common Eversley Hampshire RG27 0QA,Extraction of Mineral Beneath Bridleway No. 11 Within Eversley Quarry (Phase 5),25/08/2010,26/08/2010,21/10/2010,24/11/2010,479138,159394,10588,1.0588,C,Committee,Granted,,04/02/2011,RCD,,MAJ,24/09/2010,,,,,Granted,Committee,New mineral-working exploration or appraisal/waste disposal,Sand and Gravel,Hartley Wintney Eversley and Yateley West,,,David L Walker
14506,10/02022/HCCRG3,FUL,,CC,Hazeley Farm Hazeley Heath  Hook Hampshire RG27 8NA,Additional farm buildings and structures for agricultural use,20/08/2010,20/08/2010,15/10/2010,24/11/2010,474176,159047,18620,1.862,C,Committee,Granted,,26/11/2010,RCD,,min,16/11/2010,,,,,Granted,Committee,Other,Other County Matter,Hartley Wintney Eversley and Yateley West,,,Hampshire County Council
14507,10/02304/HCS,FUL,,CMW,The Pebbles Southwick Road North Boarhunt Nr Wickham Hants Po17 6JF,A retrospective application for change of use from agricultural to green waste recycling this will increase the area used from 0.2 hectare to 0.6 hectare to include three polytunnels for dry storage of recycled materials,27/08/2010,27/08/2010,22/10/2010,10/12/2010,459885,111035,7478,0.7478,D,Delegated by officer,Granted,,10/12/2010,RCD,,MAJ,25/10/2010,,,,,Granted,Delegated by officer,Extension to area of existing site,Composting,Winchester Southern Parishes,,,Mr Keith Butler
14509,APP/10/00607,FUL,,CMW,Pavement outside No 56 Kings Road Emsworth Hampshire PO10 7HW,Installation of a kiosk to house electronic equipment to monitor sewer flows.,01/09/2010,02/09/2010,28/10/2010,28/10/2010,474050,105375,52,0.0052,D,Delegated by officer,Granted,,28/10/2010,,,MIN,01/10/2010,,,,,Granted,Delegated by officer,Other,Other Waste,Emsworth and St Faiths,,,4 Delivery Ltd
14512,10/96151,FUL,,CMW,Courtwood Farm Sandleheath Fordingbridge  SP6 1QD,Change of use of building to Material Recovery Facility and Use of Land for Storage of Skips,06/09/2010,14/09/2010,09/11/2010,13/12/2010,411929,115213,2416,0.2416,D,Delegated by officer,Granted,,14/12/2010,,,MAJ,19/04/2011,,,,,Granted,Delegated by officer,Other,Transfer Station,Fordingbridge,,,Mr Stephen Jupp
14513,P/10/0848/MW,FUL,,CMW,Warren Farm WTS Downend Road Nr Fareham Hampshire,Change of use of existing Waste Transfer Station to use as a Materials Recycling Facility for the production of a Solid Recovered Fuel,03/09/2010,08/09/2010,03/11/2010,24/11/2010,460436,106820,38968,3.8968,C,Committee,Granted,,26/11/2010,,,MAJ,11/10/2010,,,,,Granted,Committee,Other,Materials Recovery/Recycling (other than,Fareham Portchester,,,vES (UK) Ltd
14515,S/10/67863,VAR,,CMM,Bardon Aggregates Tower Lane Industrial Estate Chickenhall Lane Eastleigh SO50 6NZ,Variation of condition 2 of Planning Permission S/10/66620 to extend the operational hours,06/09/2010,06/09/2010,01/11/2010,24/11/2010,446109,118299,2928,0.2928,D,Committee,Granted,,26/11/2010,RCD,,min,04/11/2010,,,,,Granted,Committee,On site manufacturing or ancillary operations/uses,Other Minerals,Eastleigh East,,,Aggregate Industries UK Ltd
14523,BDB/73192,FUL,,CMW,Basingstoke Sewage Treatment Works (STW) Whitmarsh Lane Chineham Basingstoke,To construct and operate a sludge cake storage barn and equipment kiosks,13/09/2010,13/09/2010,08/11/2010,12/11/2010,467518,155299,6513,0.6513,D,Delegated by officer,Granted,,15/11/2010,RCD,,MAJ,11/11/2010,,,,,Granted,Delegated by officer,Other,Treatment,Loddon,,,Black & Veatch Ltd
14528,10/02266/CMAS,FUL,,CMM,Lee Lane Romsey Extra SO16 0AD,Revised consolidation application for depot recycling concrete plant and offices,21/09/2010,21/09/2010,16/11/2010,27/10/2010,436181,117079,1.6,1.6,C,Committee,Granted,,10/03/2011,,,MAJ,22/10/2010,,,,,Granted,Committee,Extension to life of existing site,Other Waste,,,,Raymond Brown
14530,10/02309/CMAN,VAR,,CMW,Raymond Brown Minerals & Recycling Ltd A303 Recycling  Drayton Road Barton Stacey Hampshire SO21 3QS,Proposed extension of time to allow completion of works and restoration,23/09/2010,23/09/2010,18/11/2010,29/11/2010,444160,143045,36142,3.6142,D,Delegated by officer,Granted,,30/11/2010,,,MIN,24/11/2010,,,,,Granted,Delegated by officer,Variation of condition(s),Other Waste,,,,Raymond Brown
14531,10/00650/HCC,FUL,,CC,Owls Childrens Centre Mayfields Road Farnborough Hampshire GU14 8LH,Single storey flat roofed extension to form a new staff room with office,23/09/2010,23/09/2010,18/11/2010,12/11/2010,486429,156873,29,0.0029,D,Delegated by officer,Granted,,15/11/2010,RCD,,min,26/10/2010,,,,,Granted,Delegated by officer,,,Farnborough North,,,Property Business and Regulatory Services
14533,BDB/73260,FUL,,CC,Woolton Hill Junior School Tile Barn Newbury RG20 9XE,Proposed community room extension to the existing school buildings,27/09/2010,27/09/2010,22/11/2010,15/11/2010,443365,161553,368,0.0368,D,Delegated by officer,Granted,,15/11/2010,,,MIN,28/10/2010,,,,,Granted,Delegated by officer,,,,,,Property Business & Regulatory Services
14534,10/02343/CMAN,FUL,,CMW,Raymond Brown Minerals & Recycling Ltd A303 Recycling Drayton Road Barton Stacey Hampshire SO21 3QS,Application for additional manager’s office mrf welfare units secure store and driver’s welfare facilities,28/09/2010,28/09/2010,23/11/2010,22/11/2010,444230,142765,339,0.0339,D,Delegated by officer,Granted,,23/11/2010,,,MAJ,27/10/2010,,,,,Granted,Delegated by officer,Other,Transfer Station,,,,Raymond Brown
14536,50643/001,FUL,,CC,Bushy Leaze Early Years Centre Eastbrooke Road Alton Hampshire GU34 2DR,Provision of one single Modular Temporary Multi purpose room with WCs for a period of  4 years up to 31st August 2014,29/09/2010,29/09/2010,24/11/2010,19/11/2010,472006,139892,724,0.0724,D,Delegated by officer,Granted,,22/11/2010,,,MIN,03/11/2010,,,,,Granted,Delegated by officer,,,Alton Town,,,Property Business & Regulatory Services
14541,10/02588/HCS,FUL,,CMW,DSTL Portdown Main Site Portsdown Hill road Fareham PO17 6AR,Importation and storage of concrete waste to blend with on site demolition material to produce secondary aggregate for a period of two years,29/09/2010,29/09/2010,24/11/2010,13/12/2010,463253,106833,1907,0.1907,D,Delegated by officer,Granted,,13/12/2010,RCD,,min,20/12/2010,,,,,Granted,Delegated by officer,Other,Recycling Plans for Secondary Aggregates,,,,Bartle Associates Ltd
14542,10/02625/HCS,FUL,,CMW,Four Dells Farm Poles Lane Otterbourne Winchester SO21 2DY,The development is for a small three bay gully waste de-watering facility.  Gully Waste generated from cleaning the highway network is de-watered and liquid and solid waste is forwarded on to facilities which are permitted with the Environment Agency for recycling,30/09/2010,06/10/2010,01/12/2010,10/02/2011,445238,124501,295,0.0295,C,Committee,Granted,,08/03/2011,,,MAJ,31/05/2011,,,,,Granted,Committee,Other,Other Waste,Winchester Downlands,,,R & W Civil Engineering (Chantacre) Ltd
14543,10/96302,FUL,,CMW,Newbourne Farm Rockbourne Fordingbridge SP6 3NT,Continuation of composting as part of green waste processing operation; installation of underground storage tank; provision of surface mounted weighbridge and portacabin; extension of hard surfacing; removal of existing building.,01/10/2010,12/10/2010,07/12/2010,15/12/2010,410842,118589,4362,0.4362,D,Delegated by officer,Granted,,16/12/2010,,,MAJ,15/11/2010,,,,,Granted,Delegated by officer,Other,Composting,Fordingbridge,,,Mr Jerry Davies
